WaveHs	WaveTp	WaveDirection	Link1 Max Tension	Link1 Min Tension
3.000000	10.000000	180.000000	59.661175	36.505024
3.000000	10.000000	180.000000	60.262272	35.178440
3.000000	10.000000	180.000000	60.077381	36.443340
3.000000	10.000000	180.000000	58.492165	37.275822
3.000000	10.000000	180.000000	54.121780	42.129395
3.000000	10.000000	180.000000	56.692299	40.015858
3.000000	10.000000	180.000000	60.575867	35.999382
3.000000	10.000000	180.000000	56.115551	38.671795
3.000000	10.000000	180.000000	61.296421	31.755909
3.000000	10.000000	180.000000	55.815536	38.333885
3.000000	10.000000	180.000000	62.229645	34.891956
3.000000	10.000000	180.000000	59.130432	34.622604
3.000000	10.000000	180.000000	59.435902	36.396660
3.000000	10.000000	180.000000	57.726738	38.103333
3.000000	10.000000	180.000000	58.521755	37.306007
3.000000	10.000000	195.000000	58.400238	37.852787
3.000000	10.000000	195.000000	59.364563	36.574581
3.000000	10.000000	195.000000	59.502171	37.585812
3.000000	10.000000	195.000000	60.519325	36.673000
3.000000	10.000000	195.000000	60.352520	34.347717
3.000000	10.000000	195.000000	59.850895	36.846992
3.000000	10.000000	195.000000	61.969994	33.437527
3.000000	10.000000	195.000000	60.729763	34.135723
3.000000	10.000000	195.000000	58.389809	34.908916
3.000000	10.000000	195.000000	56.828098	38.972897
3.000000	10.000000	195.000000	57.937103	36.096855
3.000000	10.000000	195.000000	58.163086	37.913979
3.000000	10.000000	195.000000	56.907104	38.564400
3.000000	10.000000	195.000000	58.816910	36.437351
3.000000	10.000000	195.000000	54.855896	40.397182
3.000000	10.000000	195.000000	60.603867	36.091049
3.000000	10.000000	195.000000	58.602890	37.047180
3.000000	10.000000	195.000000	59.055748	37.165211
3.000000	10.000000	195.000000	59.951099	37.624214
3.000000	10.000000	195.000000	56.163658	40.264347
3.000000	10.000000	195.000000	58.669312	36.255825
3.000000	10.000000	195.000000	59.514088	35.421043
3.000000	10.000000	195.000000	59.499733	36.676712
3.000000	10.000000	195.000000	58.850494	36.489769
3.000000	10.000000	195.000000	54.391220	41.195831
3.000000	10.000000	195.000000	56.319710	39.985134
3.000000	10.000000	195.000000	58.920589	37.312424
3.000000	10.000000	195.000000	55.670681	38.817017
3.000000	10.000000	195.000000	63.565563	29.402603
3.000000	10.000000	195.000000	57.499321	37.944767
3.000000	10.000000	195.000000	62.056450	33.859497
3.000000	10.000000	195.000000	60.284397	36.028210
3.000000	10.000000	195.000000	62.407330	34.826756
3.000000	10.000000	195.000000	57.726009	37.640823
3.000000	10.000000	195.000000	57.544853	36.278831
3.000000	11.000000	165.000000	57.164124	37.741837
3.000000	11.000000	165.000000	56.993568	38.589565
3.000000	11.000000	165.000000	58.927578	37.785694
3.000000	11.000000	165.000000	57.424881	38.544460
3.000000	11.000000	165.000000	58.412949	33.236465
3.000000	11.000000	165.000000	59.370880	37.827763
3.000000	11.000000	165.000000	61.225170	34.214367
3.000000	11.000000	165.000000	58.691414	36.622974
3.000000	11.000000	165.000000	57.663486	37.131668
3.000000	11.000000	165.000000	56.319897	39.154289
3.000000	11.000000	165.000000	57.846821	36.974308
3.000000	11.000000	165.000000	58.275261	37.101601
3.000000	11.000000	165.000000	58.665215	37.314964
3.000000	11.000000	165.000000	59.532551	36.666351
3.000000	11.000000	165.000000	55.264244	40.835644
3.000000	11.000000	165.000000	59.611233	36.776218
3.000000	11.000000	165.000000	56.216286	40.083607
3.000000	11.000000	165.000000	57.248730	40.021244
3.000000	11.000000	165.000000	57.970383	36.940266
3.000000	11.000000	165.000000	56.104538	39.283043
3.000000	11.000000	165.000000	55.820396	39.385632
3.000000	11.000000	165.000000	59.412357	37.877861
3.000000	11.000000	165.000000	58.300728	39.029766
3.000000	11.000000	165.000000	56.257664	37.893658
3.000000	11.000000	165.000000	54.055698	41.201138
3.000000	11.000000	165.000000	56.436035	41.680302
3.000000	11.000000	165.000000	59.344879	36.744381
3.000000	11.000000	165.000000	54.566750	39.121696
3.000000	11.000000	165.000000	61.189018	32.961952
3.000000	11.000000	165.000000	59.578449	38.079651
3.000000	11.000000	165.000000	62.046513	30.918922
3.000000	11.000000	165.000000	59.258389	36.762691
3.000000	11.000000	165.000000	56.592823	37.181793
3.000000	11.000000	165.000000	56.090248	39.692932
3.000000	11.000000	165.000000	56.520771	39.820141
3.000000	11.000000	180.000000	56.485470	37.878792
3.000000	11.000000	180.000000	57.317169	37.895237
3.000000	11.000000	180.000000	58.595951	38.587433
3.000000	11.000000	180.000000	57.897278	38.866947
3.000000	11.000000	180.000000	58.663757	34.788582
3.000000	11.000000	180.000000	60.289230	38.608612
3.000000	11.000000	180.000000	61.463943	35.725922
3.000000	11.000000	180.000000	57.381668	38.051659
3.000000	11.000000	180.000000	57.030590	36.692101
3.000000	11.000000	180.000000	55.870045	39.087036
3.000000	11.000000	180.000000	57.326305	38.285221
3.000000	11.000000	180.000000	58.568707	36.837547
3.000000	11.000000	180.000000	57.417496	37.743774
3.000000	11.000000	180.000000	59.838085	36.950340
3.000000	11.000000	180.000000	55.801613	41.279724
3.000000	11.000000	180.000000	59.487072	37.839352
3.000000	11.000000	180.000000	56.904453	39.279953
3.000000	11.000000	180.000000	57.880280	39.949219
3.000000	11.000000	180.000000	57.982269	38.203892
3.000000	11.000000	180.000000	55.376762	40.149685
3.000000	11.000000	180.000000	57.073757	39.728588
3.000000	11.000000	180.000000	59.434872	38.165863
3.000000	11.000000	180.000000	58.093929	39.259918
3.000000	11.000000	180.000000	57.878399	38.652153
3.000000	11.000000	180.000000	53.713917	40.969017
3.000000	11.000000	180.000000	54.833061	41.085426
3.000000	11.000000	180.000000	58.277405	37.696644
3.000000	11.000000	180.000000	55.677517	39.300846
3.000000	11.000000	180.000000	60.135979	33.821442
3.000000	11.000000	180.000000	59.300621	38.971897
3.000000	11.000000	180.000000	60.619541	33.143570
3.000000	11.000000	180.000000	59.266911	37.192268
3.000000	11.000000	180.000000	56.989799	35.735668
3.000000	11.000000	180.000000	56.583416	39.046524
3.000000	11.000000	180.000000	57.603951	38.480469
3.000000	11.000000	195.000000	57.164124	37.741837
3.000000	11.000000	195.000000	56.993568	38.589565
3.000000	11.000000	195.000000	58.927578	37.785694
3.000000	11.000000	195.000000	57.424881	38.544460
3.000000	11.000000	195.000000	58.412949	33.236465
3.000000	11.000000	195.000000	59.370880	37.827763
3.000000	11.000000	195.000000	61.225170	34.214367
3.000000	11.000000	195.000000	58.691414	36.622974
3.000000	11.000000	195.000000	57.663486	37.131668
3.000000	11.000000	195.000000	56.319897	39.154289
3.000000	11.000000	195.000000	57.846821	36.974308
3.000000	11.000000	195.000000	58.275261	37.101601
3.000000	11.000000	195.000000	58.665215	37.314964
3.000000	11.000000	195.000000	59.532551	36.666351
3.000000	11.000000	195.000000	55.264244	40.835644
3.000000	11.000000	195.000000	59.611233	36.776218
3.000000	11.000000	195.000000	56.216286	40.083607
3.000000	11.000000	195.000000	57.248730	40.021244
3.000000	11.000000	195.000000	57.970383	36.940266
3.000000	11.000000	195.000000	56.104538	39.283043
3.000000	11.000000	195.000000	55.820396	39.385632
3.000000	11.000000	195.000000	59.412357	37.877861
3.000000	11.000000	195.000000	58.300728	39.029766
3.000000	11.000000	195.000000	56.257664	37.893658
3.000000	11.000000	195.000000	54.055698	41.201138
3.000000	11.000000	195.000000	56.436035	41.680302
3.000000	11.000000	195.000000	59.344879	36.744381
3.000000	11.000000	195.000000	54.566750	39.121696
3.000000	11.000000	195.000000	61.189018	32.961952
3.000000	11.000000	195.000000	59.578449	38.079651
3.000000	11.000000	195.000000	62.046513	30.918922
3.000000	11.000000	195.000000	59.258389	36.762691
3.000000	11.000000	195.000000	56.592823	37.181793
3.000000	11.000000	195.000000	56.090248	39.692932
3.000000	11.000000	195.000000	56.520771	39.820141
3.000000	12.000000	165.000000	55.818722	39.166687
3.000000	12.000000	165.000000	56.792751	39.695236
3.000000	12.000000	165.000000	56.097519	39.408073
3.000000	12.000000	165.000000	55.759453	38.989422
3.000000	12.000000	165.000000	57.867519	34.302818
3.000000	12.000000	165.000000	56.063492	39.065117
3.000000	12.000000	165.000000	60.106571	35.402336
3.000000	12.000000	165.000000	58.884762	37.877972
3.000000	12.000000	165.000000	56.221149	37.467339
3.000000	12.000000	165.000000	56.359966	39.932114
3.000000	12.000000	165.000000	57.930695	36.724339
3.000000	12.000000	165.000000	57.910542	36.751873
3.000000	12.000000	165.000000	59.428696	36.309757
3.000000	12.000000	165.000000	58.279510	38.212322
3.000000	12.000000	165.000000	55.595436	40.579029
3.000000	12.000000	165.000000	56.808739	38.087910
3.000000	12.000000	165.000000	54.094528	41.721394
3.000000	12.000000	165.000000	56.154346	39.720371
3.000000	12.000000	165.000000	58.969833	36.935020
3.000000	12.000000	165.000000	55.744480	38.183037
3.000000	12.000000	165.000000	56.240688	37.746330
3.000000	12.000000	165.000000	57.033890	38.082542
3.000000	12.000000	165.000000	58.303139	38.178436
3.000000	12.000000	165.000000	55.250042	37.291275
3.000000	12.000000	165.000000	54.471966	41.449493
3.000000	12.000000	165.000000	54.306133	41.719963
3.000000	12.000000	165.000000	58.576412	36.608288
3.000000	12.000000	165.000000	54.819489	41.233624
3.000000	12.000000	165.000000	59.879856	32.808460
3.000000	12.000000	165.000000	59.644169	37.650345
