Time	Z
6082.1	31.7302207946777
6082.2	31.6888179779053
6082.3	31.6522369384766
6082.4	31.6206550598145
6082.5	31.5942249298096
6082.6	31.5730724334717
6082.7	31.5573043823242
6082.8	31.5470027923584
6082.9	31.5422229766846
6083	31.543004989624
6083.1	31.5493602752686
6083.2	31.5612812042236
6083.3	31.5787372589111
6083.4	31.6016750335693
6083.5	31.6300220489502
6083.6	31.6636810302734
6083.7	31.7025375366211
6083.8	31.746452331543
6083.9	31.7952690124512
6084	31.8488101959229
6084.1	31.9068794250488
6084.2	31.9692649841309
6084.3	32.0357360839844
6084.4	32.1060409545898
6084.5	32.1799201965332
6084.6	32.2570877075195
6084.7	32.3372535705566
6084.8	32.4201011657715
6084.9	32.505298614502
6085	32.5925102233887
6085.1	32.6813812255859
6085.2	32.7715454101562
6085.3	32.8626251220703
6085.4	32.954231262207
6085.5	33.045970916748
6085.6	33.1374435424805
6085.7	33.2282447814941
6085.8	33.3179550170898
6085.9	33.4061660766602
6086	33.4924621582031
6086.1	33.5764312744141
6086.2	33.6576690673828
6086.3	33.7357711791992
6086.4	33.8103408813477
6086.5	33.8810005187988
6086.6	33.9473762512207
6086.7	34.0091094970703
6086.8	34.0658645629883
6086.9	34.117317199707
6087	34.1631660461426
6087.1	34.2031440734863
6087.2	34.2369956970215
6087.3	34.2645034790039
6087.4	34.2854766845703
6087.5	34.2997512817383
6087.6	34.3072090148926
6087.7	34.307746887207
6087.8	34.3013153076172
6087.9	34.2878837585449
6088	34.2674674987793
6088.1	34.2401161193848
6088.2	34.2059173583984
6088.3	34.1649932861328
6088.4	34.1175003051758
6088.5	34.0636367797852
6088.6	34.0036354064941
6088.7	33.9377593994141
6088.8	33.8663024902344
6088.9	33.7895965576172
6089	33.7079925537109
6089.1	33.6218719482422
6089.2	33.5316390991211
6089.3	33.4377250671387
6089.4	33.3405723571777
6089.5	33.2406463623047
6089.6	33.1384201049805
6089.7	33.0343780517578
6089.8	32.9290161132812
6089.9	32.8228378295898
6090	32.7163467407227
6090.1	32.6100425720215
6090.2	32.5044326782227
6090.3	32.4000053405762
6090.4	32.2972602844238
6090.5	32.1966705322266
6090.6	32.098705291748
6090.7	32.0038185119629
6090.8	31.9124431610107
6090.9	31.8249969482422
6091	31.7418766021729
6091.1	31.6634540557861
6091.2	31.5900802612305
6091.3	31.5220756530762
6091.4	31.4597358703613
6091.5	31.4033298492432
6091.6	31.3530902862549
6091.7	31.3092212677002
6091.8	31.2718944549561
6091.9	31.2412433624268
6092	31.2173709869385
6092.1	31.2003440856934
6092.2	31.1901912689209
6092.3	31.1869106292725
6092.4	31.1904602050781
6092.5	31.2007617950439
6092.6	31.2177047729492
6092.7	31.2411403656006
6092.8	31.2708873748779
6092.9	31.306734085083
6093	31.3484306335449
6093.1	31.3957023620605
6093.2	31.4482498168945
6093.3	31.5057411193848
6093.4	31.5678291320801
6093.5	31.6341381072998
6093.6	31.7042789459229
6093.7	31.7778453826904
6093.8	31.8544178009033
6093.9	31.9335632324219
6094	32.0148429870605
6094.1	32.0978126525879
6094.2	32.1820182800293
6094.3	32.267017364502
6094.4	32.3523597717285
6094.5	32.4376029968262
6094.6	32.5223121643066
6094.7	32.6060676574707
6094.8	32.6884498596191
6094.9	32.7690658569336
6095	32.847526550293
6095.1	32.9234619140625
6095.2	32.9965286254883
6095.3	33.0663948059082
6095.4	33.1327514648438
6095.5	33.1953125
6095.6	33.2538070678711
6095.7	33.3080024719238
6095.8	33.3576698303223
6095.9	33.4026222229004
6096	33.4426803588867
6096.1	33.4776954650879
6096.2	33.5075492858887
6096.3	33.5321388244629
6096.4	33.5513877868652
6096.5	33.565242767334
6096.6	33.5736808776855
6096.7	33.5766983032227
6096.8	33.5743217468262
6096.9	33.5665969848633
6097	33.5535926818848
6097.1	33.5354118347168
6097.2	33.5121688842773
6097.3	33.4840049743652
6097.4	33.4510917663574
6097.5	33.4136123657227
6097.6	33.3717765808105
6097.7	33.325813293457
6097.8	33.2759780883789
6097.9	33.2225303649902
6098	33.1657562255859
6098.1	33.10595703125
6098.2	33.0434455871582
6098.3	32.9785499572754
6098.4	32.9116020202637
6098.5	32.8429565429687
6098.6	32.7729606628418
6098.7	32.7019805908203
6098.8	32.6303787231445
6098.9	32.5585250854492
6099	32.4867897033691
6099.1	32.4155349731445
6099.2	32.3451309204102
6099.3	32.2759284973145
6099.4	32.2082862854004
6099.5	32.1425399780273
6099.6	32.0790214538574
6099.7	32.0180549621582
6099.8	31.9599475860596
6099.9	31.9049911499023
6100	31.8534603118897
6100.1	31.8056125640869
6100.2	31.7616882324219
6100.3	31.72190284729
6100.4	31.6864566802978
6100.5	31.6555213928223
6100.6	31.6292514801025
6100.7	31.6077709197998
6100.8	31.5911846160889
6100.9	31.5795745849609
6101	31.5729961395264
6101.1	31.5714778900146
6101.2	31.5750274658203
6101.3	31.583625793457
6101.4	31.5972328186035
6101.5	31.6157817840576
6101.6	31.6391830444336
6101.7	31.6673259735107
6101.8	31.7000770568848
6101.9	31.7372875213623
6102	31.7787837982178
6102.1	31.8243789672852
6102.2	31.8738689422607
6102.3	31.9270324707031
6102.4	31.9836387634277
6102.5	32.0434379577637
6102.6	32.1061782836914
6102.7	32.1715850830078
6102.8	32.2393836975098
6102.9	32.3092956542969
6103	32.381031036377
6103.1	32.4542922973633
6103.2	32.5287895202637
6103.3	32.6042251586914
6103.4	32.6802978515625
6103.5	32.7567176818848
6103.6	32.8331832885742
6103.7	32.9094085693359
6103.8	32.985107421875
6103.9	33.0599899291992
6104	33.1337852478027
6104.1	33.2062225341797
6104.2	33.2770309448242
6104.3	33.3459625244141
6104.4	33.412769317627
6104.5	33.4772071838379
6104.6	33.5390510559082
6104.7	33.5980834960937
6104.8	33.6540908813477
6104.9	33.7068748474121
6105	33.7562522888184
6105.1	33.8020362854004
6105.2	33.844066619873
6105.3	33.8821907043457
6105.4	33.916259765625
6105.5	33.9461555480957
6105.6	33.9717559814453
6105.7	33.9929618835449
6105.8	34.009693145752
6105.9	34.0218811035156
6106	34.0294723510742
6106.1	34.0324325561523
6106.2	34.0307388305664
6106.3	34.0243911743164
6106.4	34.0134124755859
6106.5	33.9978256225586
6106.6	33.9776954650879
6106.7	33.9530906677246
6106.8	33.9241027832031
6106.9	33.8908462524414
6107	33.8534507751465
6107.1	33.8120727539063
6107.2	33.7668800354004
6107.3	33.7180671691895
6107.4	33.6658363342285
6107.5	33.6104202270508
6107.6	33.5520629882812
6107.7	33.4910202026367
6107.8	33.4275741577148
6107.9	33.3620071411133
6108	33.2946243286133
6108.1	33.2257308959961
6108.2	33.1556510925293
6108.3	33.0847015380859
6108.4	33.0132179260254
6108.5	32.9415321350098
6108.6	32.8699722290039
6108.7	32.7988739013672
6108.8	32.7285652160645
6108.9	32.6593589782715
6109	32.5915718078613
6109.1	32.5254974365234
6109.2	32.4614295959473
6109.3	32.3996315002441
6109.4	32.3403701782227
6109.5	32.2838745117188
6109.6	32.2303771972656
6109.7	32.1800727844238
6109.8	32.1331405639648
6109.9	32.0897445678711
6110	32.0500183105469
6110.1	32.0140762329102
6110.2	31.9820041656494
6110.3	31.9538707733154
6110.4	31.9297180175781
6110.5	31.9095630645752
6110.6	31.8933982849121
6110.7	31.8811988830566
6110.8	31.8729114532471
6110.9	31.8684597015381
6111	31.8677501678467
6111.1	31.8706645965576
6111.2	31.877067565918
6111.3	31.8868064880371
6111.4	31.8997097015381
6111.5	31.9155902862549
6111.6	31.9342460632324
6111.7	31.9554615020752
6111.8	31.9790096282959
6111.9	32.0046463012695
6112	32.0321235656738
6112.1	32.0611839294434
6112.2	32.091552734375
6112.3	32.1229667663574
6112.4	32.1551399230957
6112.5	32.187801361084
6112.6	32.2206649780273
6112.7	32.2534561157227
6112.8	32.2858924865723
6112.9	32.3177032470703
6113	32.3486137390137
6113.1	32.3783645629883
6113.2	32.4067001342773
6113.3	32.4333763122559
6113.4	32.4581527709961
6113.5	32.4808158874512
6113.6	32.501148223877
6113.7	32.5189666748047
6113.8	32.5340919494629
6113.9	32.5463638305664
6114	32.5556564331055
6114.1	32.5618438720703
6114.2	32.5648384094238
6114.3	32.5645713806152
6114.4	32.5609931945801
6114.5	32.554084777832
6114.6	32.5438461303711
6114.7	32.5303001403809
6114.8	32.5135078430176
6114.9	32.493537902832
6115	32.4704895019531
6115.1	32.4444961547852
6115.2	32.415699005127
6115.3	32.3842735290527
6115.4	32.350414276123
6115.5	32.314338684082
6115.6	32.2762832641602
6115.7	32.236499786377
6115.8	32.1952629089355
6115.9	32.1528701782227
6116	32.109619140625
6116.1	32.0658340454102
6116.2	32.0218467712402
6116.3	31.9780006408691
6116.4	31.9346446990967
6116.5	31.8921356201172
6116.6	31.8508319854736
6116.7	31.8110885620117
6116.8	31.773265838623
6116.9	31.7377128601074
6117	31.704776763916
6117.1	31.6747894287109
6117.2	31.6480770111084
6117.3	31.6249485015869
6117.4	31.6056938171387
6117.5	31.5905857086182
6117.6	31.5798778533936
6117.7	31.5737991333008
6117.8	31.5725517272949
6117.9	31.5763168334961
6118	31.5852470397949
6118.1	31.5994625091553
6118.2	31.6190624237061
6118.3	31.6441135406494
6118.4	31.6746520996094
6118.5	31.7106876373291
6118.6	31.7522010803223
6118.7	31.7991428375244
6118.8	31.8514385223389
6118.9	31.9089832305908
6119	31.9716510772705
6119.1	32.0392837524414
6119.2	32.111701965332
6119.3	32.1886978149414
6119.4	32.2700462341309
6119.5	32.3554878234863
6119.6	32.444751739502
6119.7	32.5375366210937
6119.8	32.6335296630859
6119.9	32.7323837280273
6120	32.8337516784668
6120.1	32.937255859375
6120.2	33.0425071716309
6120.3	33.1491050720215
6120.4	33.2566299438477
6120.5	33.3646621704102
6120.6	33.4727592468262
6120.7	33.5804901123047
6120.8	33.6874046325684
6120.9	33.7930603027344
6121	33.8970031738281
6121.1	33.9987983703613
6121.2	34.0980033874512
6121.3	34.1941871643066
6121.4	34.2869262695313
6121.5	34.375804901123
6121.6	34.4604301452637
6121.7	34.540412902832
6121.8	34.6153869628906
6121.9	34.685001373291
6122	34.7489318847656
6122.1	34.8068695068359
6122.2	34.8585357666016
6122.3	34.9036674499512
6122.4	34.9420433044434
6122.5	34.973461151123
6122.6	34.9977416992188
6122.7	35.0147476196289
6122.8	35.0243606567383
6122.9	35.0265045166016
6123	35.021125793457
6123.1	35.0082015991211
6123.2	34.9877471923828
6123.3	34.9598007202148
6123.4	34.9244346618652
6123.5	34.8817520141602
6123.6	34.8318824768066
6123.7	34.7749900817871
6123.8	34.7112503051758
6123.9	34.6408843994141
6124	34.5641288757324
6124.1	34.4812431335449
6124.2	34.3925132751465
6124.3	34.2982482910156
6124.4	34.1987762451172
