Program: 2HTabAng Version: 1.03: 07 July 2003
File Name ,, Ele, Ele, Max, Time, Min, Time, Mean, Stn Dev,
000_H_BUOY_SCR_00_00Q,,40544,,10.358,7.000,10.358,7.000,0.10358E+02,0.19073E-05,,41514,,11.162,7.000,11.162,7.000,0.11162E+02,0.38147E-05,,42544,,10.453,7.000,10.453,7.000,0.10453E+02,0.28610E-05,,43544,,10.522,7.000,10.522,7.000,0.10522E+02,0.19073E-05,,44514,,11.347,7.000,11.347,7.000,0.11347E+02,0.38147E-05,,45544,,10.620,7.000,10.620,7.000,0.10620E+02,0.28610E-05,,46544,,10.688,7.000,10.688,7.000,0.10688E+02,0.19073E-05,,47514,,11.533,7.000,11.533,7.000,0.11533E+02,0.28610E-05,,48544,,10.788,7.000,10.788,7.000,0.10788E+02,0.28610E-05,,49544,,10.859,7.000,10.859,7.000,0.10859E+02,0.19073E-05,,50514,,11.721,7.000,11.721,7.000,0.11721E+02,0.28610E-05,,51544,,10.961,7.000,10.961,7.000,0.10961E+02,0.95367E-06,,52544,,11.023,7.000,11.023,7.000,0.11023E+02,0.47684E-05,,53544,,11.081,7.000,11.081,7.000,0.11081E+02,0.38147E-05,,54514,,11.982,7.000,11.982,7.000,0.11982E+02,0.38147E-05,,55544,,11.216,7.000,11.216,7.000,0.11216E+02,0.38147E-05,,56514,,12.115,7.000,12.115,7.000,0.12115E+02,0.28610E-05,,57544,,11.322,7.000,11.322,7.000,0.11322E+02,0.38147E-05,,58544,,11.396,7.000,11.396,7.000,0.11396E+02,0.38147E-05,,59514,,12.322,7.000,12.322,7.000,0.12322E+02,0.38147E-05,,60544,,11.637,7.000,11.637,7.000,0.11637E+02,0.19073E-05,,61544,,11.698,7.000,11.698,7.000,0.11698E+02,0.19073E-05,,40544,,86.572,7.000,86.572,7.000,0.86572E+02,0.22888E-04,,41514,,86.266,7.000,86.266,7.000,0.86266E+02,0.76294E-05,,42544,,86.460,7.000,86.460,7.000,0.86460E+02,0.22888E-04,,43544,,86.431,7.000,86.431,7.000,0.86431E+02,0.22888E-04,,44514,,86.110,7.000,86.110,7.000,0.86110E+02,0.22888E-04,,45544,,86.317,7.000,86.317,7.000,0.86317E+02,0.15259E-04,,46544,,86.288,7.000,86.288,7.000,0.86288E+02,0.15259E-04,,47514,,85.954,7.000,85.954,7.000,0.85954E+02,0.15259E-04,,48544,,86.172,7.000,86.172,7.000,0.86172E+02,0.22888E-04,,49544,,86.142,7.000,86.142,7.000,0.86142E+02,0.22888E-04,,50514,,85.796,7.000,85.796,7.000,0.85796E+02,0.15259E-04,,51544,,86.025,7.000,86.025,7.000,0.86025E+02,0.22888E-04,,52544,,85.998,7.000,85.998,7.000,0.85998E+02,0.22888E-04,,53544,,85.971,7.000,85.971,7.000,0.85971E+02,0.15259E-04,,54514,,85.605,7.000,85.605,7.000,0.85605E+02,0.22888E-04,,55544,,85.842,7.000,85.842,7.000,0.85842E+02,0.15259E-04,,56514,,85.470,7.000,85.470,7.000,0.85470E+02,0.76294E-05,,57544,,85.723,7.000,85.723,7.000,0.85723E+02,0.15259E-04,,58544,,85.690,7.000,85.690,7.000,0.85690E+02,0.15259E-04,,59514,,85.302,7.000,85.302,7.000,0.85302E+02,0.15259E-04,,60544,,85.368,7.000,85.368,7.000,0.85368E+02,0.15259E-04,,61544,,85.340,7.000,85.340,7.000,0.85340E+02,0.15259E-04,,40544,,99.762,7.000,99.762,7.000,0.99762E+02,0.22888E-04,,41514,,100.504,7.000,100.504,7.000,0.10050E+03,0.22888E-04,,42544,,99.823,7.000,99.823,7.000,0.99823E+02,0.30518E-04,,43544,,99.885,7.000,99.885,7.000,0.99885E+02,0.30518E-04,,44514,,100.643,7.000,100.643,7.000,0.10064E+03,0.15259E-04,,45544,,99.946,7.000,99.946,7.000,0.99946E+02,0.22888E-04,,46544,,100.008,7.000,100.008,7.000,0.10001E+03,0.30518E-04,,47514,,100.782,7.000,100.782,7.000,0.10078E+03,0.15259E-04,,48544,,100.071,7.000,100.071,7.000,0.10007E+03,0.15259E-04,,49544,,100.135,7.000,100.135,7.000,0.10013E+03,0.22888E-04,,50514,,100.921,7.000,100.921,7.000,0.10092E+03,0.22888E-04,,51544,,100.198,7.000,100.198,7.000,0.10020E+03,0.22888E-04,,52544,,100.254,7.000,100.254,7.000,0.10025E+03,0.15259E-04,,53544,,100.306,7.000,100.306,7.000,0.10031E+03,0.15259E-04,,54514,,101.125,7.000,101.125,7.000,0.10112E+03,0.15259E-04,,55544,,100.398,7.000,100.398,7.000,0.10040E+03,0.15259E-04,,56514,,101.213,7.000,101.213,7.000,0.10121E+03,0.22888E-04,,57544,,100.463,7.000,100.463,7.000,0.10046E+03,0.15259E-04,,58544,,100.529,7.000,100.529,7.000,0.10053E+03,0.22888E-04,,59514,,101.365,7.000,101.365,7.000,0.10136E+03,0.15259E-04,,60544,,100.652,7.000,100.652,7.000,0.10065E+03,0.22888E-04,,61544,,100.705,7.000,100.705,7.000,0.10071E+03,0.15259E-04
