WaveDirection	WaveHs	WaveTp	Crane Wire_Max_Tension	Crane Wire_Min_Tension	Pennant_Max_Tension	Pennant_Min_Tension	Sling1_Max_Tension	Sling1_Min_Tension	Sling2_Max_Tension	Sling2_Min_Tension
180.000000	2.500000	6.000000	212.034103	136.338318	159.691055	89.989861	101.284752	15.239428	98.945160	12.667898
180.000000	2.500000	6.000000	216.364822	125.171791	164.728683	82.115952	94.093437	26.696037	89.333466	27.482834
180.000000	2.500000	6.000000	247.866623	107.915192	196.034088	62.986847	106.849312	29.269993	99.035576	34.040920
180.000000	2.500000	6.000000	262.661255	98.988304	209.342941	54.841827	107.518173	26.959892	105.685852	28.065432
180.000000	2.500000	6.000000	236.418594	116.980995	184.544205	71.348015	112.753845	11.229586	107.031586	15.187511
210.000000	1.000000	6.000000	197.249481	138.076736	147.510239	102.567451	79.932838	41.802219	80.989403	43.046806
210.000000	1.000000	6.000000	237.373489	125.808113	181.009186	81.563583	105.849243	42.733162	92.644234	38.770222
210.000000	1.000000	6.000000	217.666290	141.787079	165.025864	102.648720	95.696213	26.243160	83.634621	27.425148
210.000000	1.000000	6.000000	199.867126	133.936066	149.938187	91.777077	83.713425	34.372055	81.755371	40.234360
210.000000	1.000000	6.000000	211.281204	142.818985	158.943817	99.740761	91.382339	40.364273	79.542580	42.783253
210.000000	1.000000	6.000000	219.808914	142.388184	166.266846	101.400612	100.270218	35.958580	86.418365	38.262783
210.000000	1.000000	6.000000	201.342896	140.203979	151.022247	104.376198	85.577995	42.045990	80.372276	38.223434
210.000000	1.000000	6.000000	217.303802	141.614319	163.611069	97.154839	103.800529	41.666637	83.038437	41.485050
210.000000	1.000000	6.000000	215.063736	141.185226	162.579926	96.370453	97.493042	42.035637	84.926567	40.381752
210.000000	1.000000	6.000000	231.581848	141.291611	176.184875	102.034225	106.379303	40.624580	87.256371	40.978611
210.000000	1.000000	6.000000	208.833618	125.156578	157.199738	79.292572	87.591690	30.659071	81.226990	35.601162
210.000000	1.000000	6.000000	203.058426	142.691833	152.696594	105.019508	80.791145	43.600628	79.836250	42.832417
210.000000	1.000000	6.000000	212.673843	142.678055	160.106995	98.172226	95.112228	35.606754	83.875565	37.376911
210.000000	1.000000	6.000000	226.273132	129.077637	171.389938	84.472519	104.184502	34.221981	88.855965	31.997740
210.000000	1.000000	6.000000	216.620621	140.944412	163.194519	103.663010	96.507210	36.231827	83.550217	39.948730
210.000000	1.000000	6.000000	203.889618	140.888275	153.234802	103.623634	88.001549	42.857731	82.483940	41.591583
210.000000	1.000000	6.000000	203.757904	142.050949	152.861908	105.018661	83.253632	43.497078	80.344772	44.345108
210.000000	1.000000	6.000000	208.843399	139.484634	157.460312	97.846825	88.444099	35.403835	83.807648	35.750824
210.000000	1.000000	6.000000	210.865585	142.914368	158.505585	104.332817	96.412498	35.361320	84.499146	37.708946
210.000000	1.000000	6.000000	233.468994	136.424789	178.030762	92.192001	99.093681	34.467823	89.117905	35.245163
210.000000	1.000000	6.000000	215.877060	135.932739	162.845657	97.103485	94.857239	38.420605	85.053848	37.247200
210.000000	1.000000	6.000000	219.030548	137.365417	165.441162	96.339119	96.601631	38.644554	83.067680	40.417782
210.000000	1.000000	6.000000	214.976181	142.756195	162.106232	105.124893	93.662842	43.521217	87.436646	42.565212
210.000000	1.000000	6.000000	201.594055	139.720688	151.179932	95.586800	81.682396	35.365795	78.783119	32.236828
210.000000	1.000000	6.000000	213.304367	133.132385	160.549591	93.730469	84.560883	33.836941	80.779945	29.780905
210.000000	1.000000	6.000000	200.210419	141.044052	150.030884	105.097000	81.146919	37.676254	79.460533	41.424362
210.000000	1.000000	6.000000	209.088287	140.559265	157.286575	100.857529	89.313347	34.993713	78.961761	33.650543
210.000000	1.000000	6.000000	222.879501	134.849838	168.663361	94.214584	101.294365	39.528496	84.243408	42.289230
210.000000	1.000000	6.000000	212.646896	131.806107	159.758469	86.359009	103.431480	35.054981	84.368500	34.417950
210.000000	1.000000	6.000000	241.825821	110.665306	184.868622	68.726898	116.694519	38.477962	95.817116	29.925116
210.000000	1.500000	6.000000	254.519150	77.944931	191.202988	41.994869	141.601135	29.492704	98.013199	9.597494
210.000000	1.500000	6.000000	221.946594	133.789978	167.653580	88.919601	104.111908	18.869652	83.831413	21.818918
210.000000	1.500000	6.000000	209.970184	133.150131	158.030945	92.799805	89.985085	29.650202	81.878883	35.078747
210.000000	1.500000	6.000000	270.833740	92.641815	209.561462	53.322983	149.593979	24.347925	114.534157	20.833605
210.000000	1.500000	6.000000	223.262970	139.257462	169.141357	95.371063	98.536469	26.760580	85.705460	29.856340
210.000000	1.500000	6.000000	244.133621	115.264000	188.553131	70.433380	125.034172	37.524185	109.797081	18.287348
210.000000	1.500000	6.000000	227.733871	124.731079	172.198563	78.871895	107.701248	25.594469	91.631294	25.796667
210.000000	1.500000	6.000000	224.351059	127.533966	168.348297	85.590820	115.397644	34.339458	88.677521	31.591171
210.000000	1.500000	6.000000	216.198288	141.657181	163.676743	100.525383	100.788803	38.519756	89.845352	35.301529
210.000000	1.500000	6.000000	287.408539	76.435310	221.536346	40.328526	146.788300	24.438419	109.117249	15.499002
210.000000	1.500000	6.000000	210.328613	139.429886	158.887161	97.037079	86.226952	33.881233	85.198067	35.833832
210.000000	1.500000	6.000000	209.951004	138.842056	158.774689	93.255898	100.697739	29.541599	87.700829	30.238497
210.000000	1.500000	6.000000	242.080124	113.085106	183.643814	67.119331	123.693207	16.048052	94.147263	24.253859
210.000000	1.500000	6.000000	256.814880	109.349251	198.111008	71.832207	139.297577	27.511461	93.006393	24.605246
210.000000	1.500000	6.000000	210.422150	139.039810	158.549469	99.738052	91.079391	32.957413	86.311058	37.072803
210.000000	1.500000	6.000000	252.050537	89.350563	194.461182	48.776867	121.384979	17.653646	104.281044	19.832520
210.000000	1.500000	6.000000	203.013824	136.936127	152.448822	90.904388	82.865868	29.442591	81.095039	28.790031
210.000000	1.500000	6.000000	229.306320	129.834503	173.743408	87.833443	106.839478	33.509148	90.117126	34.410851
210.000000	1.500000	6.000000	258.164886	100.870934	195.273941	60.729687	138.613373	38.526630	89.168961	22.152788
210.000000	1.500000	6.000000	251.929657	114.235809	190.992401	71.236168	129.798996	30.944799	94.937431	27.287199
210.000000	1.500000	6.000000	274.095612	88.604546	211.202179	44.895145	138.985458	29.363594	104.433052	15.111695
210.000000	1.500000	6.000000	270.922852	62.758026	206.975327	21.971998	151.216660	17.243542	108.728790	3.525758
210.000000	1.500000	6.000000	228.119461	136.235245	173.047775	96.755516	105.400764	26.558109	89.082207	25.213511
210.000000	1.500000	6.000000	219.966995	138.210648	167.178268	99.130722	96.670174	32.868061	85.974579	32.010105
210.000000	1.500000	6.000000	232.807678	123.455490	177.548187	80.900703	114.707497	41.631084	88.613403	34.400368
210.000000	1.500000	6.000000	254.420578	104.741241	194.171326	59.101360	126.611145	28.370390	95.430107	23.344385
210.000000	1.500000	6.000000	238.875900	135.375732	182.574295	94.185577	101.680809	38.741451	88.449890	38.258938
210.000000	1.500000	6.000000	272.909119	73.519806	207.067993	34.576485	152.760971	24.654760	95.125854	9.115360
210.000000	1.500000	6.000000	199.915009	128.328293	149.621124	86.703819	86.590820	29.977430	80.305222	34.820930
210.000000	1.500000	6.000000	198.963211	131.916199	148.931076	96.622803	82.735115	34.165314	85.261940	33.126194
210.000000	2.000000	6.000000	256.545044	97.650269	195.942200	56.741047	134.976685	23.573961	93.605774	23.031864
210.000000	2.000000	6.000000	229.176910	129.543869	174.258972	83.801857	106.551643	13.558184	98.087051	20.057259
210.000000	2.000000	6.000000	263.084930	66.763466	201.077332	29.670141	157.965347	24.155359	100.114799	0.000000
210.000000	2.000000	6.000000	281.402618	45.842152	211.185181	15.179848	165.967941	6.955724	111.231110	0.000000
210.000000	2.000000	6.000000	243.894379	116.511238	186.177795	70.409615	119.782265	23.612455	101.174011	24.538679
210.000000	2.000000	6.000000	270.417511	71.725655	204.733658	34.957371	158.523361	19.738331	111.529396	7.643780
210.000000	2.000000	6.000000	285.403473	85.083542	223.127823	47.891422	127.916504	26.513443	99.207405	21.133543
210.000000	2.000000	6.000000	244.287781	85.190117	186.133255	42.355541	152.266083	29.211475	94.923668	12.369472
210.000000	2.000000	6.000000	218.757126	134.885788	166.117691	91.140770	109.439011	31.500902	91.379852	27.500326
210.000000	2.000000	6.000000	308.974243	66.606895	242.015991	25.313395	132.070602	14.703144	114.290489	5.467858
210.000000	2.000000	6.000000	257.182373	103.849983	196.635132	62.085209	127.844948	33.149151	105.484093	24.377529
210.000000	2.000000	6.000000	291.214752	78.765160	227.182907	38.455563	125.986504	14.745491	129.639877	12.108453
210.000000	2.000000	6.000000	261.526123	67.139961	201.680664	32.254200	145.613815	23.672421	101.625687	7.773752
210.000000	2.000000	6.000000	223.713165	137.960953	169.075104	94.040031	101.658508	19.612564	93.088295	20.093842
210.000000	2.000000	6.000000	271.152283	97.622009	211.173508	56.063625	137.571777	31.889788	113.954742	6.616732
210.000000	2.000000	6.000000	285.225525	84.593193	218.077011	48.194790	156.064316	12.309115	108.948357	15.415878
210.000000	2.000000	6.000000	247.220963	117.146729	186.506897	73.243454	134.354553	16.430180	96.439995	24.374857
210.000000	2.000000	6.000000	234.247925	112.972267	177.041519	71.034370	119.359558	35.560997	90.040154	28.444237
210.000000	2.000000	6.000000	245.975754	110.554855	194.320587	66.110611	128.624619	18.492800	114.069984	20.069519
210.000000	2.000000	6.000000	281.305176	53.036964	216.507904	17.188381	143.773163	13.870033	119.768524	2.263232
210.000000	2.000000	6.000000	285.593201	84.804596	221.569885	41.009693	138.943558	23.074802	108.902977	12.381958
210.000000	2.000000	6.000000	239.747833	128.978394	181.233658	83.901138	118.542580	27.472704	91.780464	31.628021
210.000000	2.000000	6.000000	265.144318	118.505989	204.573746	74.238266	122.134842	23.393887	103.867477	25.133312
210.000000	2.000000	6.000000	256.599823	101.262451	195.182312	57.833984	134.314041	11.696107	95.970474	18.403961
210.000000	2.000000	6.000000	276.067871	77.641640	215.356293	34.470188	145.204239	13.410869	111.996117	9.992437
210.000000	2.000000	6.000000	269.015411	78.665039	207.281937	36.992352	132.147491	15.686346	103.615425	15.006564
210.000000	2.000000	6.000000	245.145874	103.669441	192.188599	57.265705	128.427399	27.111658	122.661957	16.035822
210.000000	2.000000	6.000000	235.460907	135.238052	179.761185	94.782135	104.029182	29.726004	92.331306	30.259388
210.000000	2.000000	6.000000	235.968735	125.924255	181.007996	80.040627	109.582535	20.084501	89.755684	20.977720
210.000000	2.000000	6.000000	294.293304	53.219486	221.749039	13.111852	165.641754	11.821608	117.056786	0.000000
210.000000	2.500000	6.000000	334.825012	27.998976	258.595154	1.003352	195.547226	0.000000	132.458771	0.000000
210.000000	2.500000	6.000000	294.543793	91.917900	230.509628	49.970387	132.814484	21.662954	111.096497	2.934940
210.000000	2.500000	6.000000	264.491211	96.693024	206.607803	56.276817	144.146530	15.483045	99.163567	12.109835
210.000000	2.500000	6.000000	255.619507	81.633621	193.425491	38.320999	141.117340	25.172964	96.688789	11.927648
210.000000	2.500000	6.000000	238.167664	104.380539	180.262939	60.982746	124.224670	7.336729	95.821701	18.132200
210.000000	2.500000	6.000000	227.578796	131.303543	173.359406	84.668457	96.887276	30.716593	88.365189	28.257353
210.000000	2.500000	6.000000	255.303818	120.644775	202.438660	74.246391	116.661957	9.467067	115.732170	9.956776
210.000000	2.500000	6.000000	235.495941	128.843002	178.464706	81.516708	109.170921	11.745626	101.512352	12.852965
210.000000	2.500000	6.000000	274.348450	63.711983	211.586700	26.379133	134.588348	15.982478	116.246964	7.730380
210.000000	2.500000	6.000000	270.046844	87.153740	209.595581	51.543575	144.399948	28.079369	114.940468	15.585004
210.000000	2.500000	6.000000	257.162903	93.626205	199.006973	47.773430	121.394798	23.571569	101.323624	23.244049
210.000000	2.500000	6.000000	295.507141	56.689800	229.444000	17.704741	157.679001	2.323037	124.215340	0.000000
210.000000	2.500000	6.000000	251.747025	94.854790	194.910019	53.216328	129.641052	8.705709	121.506294	3.304103
210.000000	2.500000	6.000000	285.591888	58.984982	222.465408	22.053608	153.326080	14.824811	119.167854	1.779250
210.000000	2.500000	6.000000	221.439346	123.647270	167.734344	78.367233	118.037842	19.224998	99.575409	17.818813
210.000000	2.500000	6.000000	234.464890	120.568962	177.815598	75.475815	113.493530	7.422543	105.782875	18.819790
210.000000	2.500000	6.000000	331.073456	30.456192	254.493958	3.473539	181.278244	2.562893	150.867355	0.000000
210.000000	2.500000	6.000000	272.345520	106.412476	213.938095	68.156143	129.537277	17.646458	108.036507	4.176809
210.000000	2.500000	6.000000	247.756744	71.441887	195.141479	32.035423	134.611908	20.733437	125.617905	1.184192
210.000000	2.500000	6.000000	340.058197	47.243801	265.512238	13.523589	188.023239	7.503453	135.291245	0.000000
210.000000	2.500000	6.000000	280.588409	84.979767	218.106018	48.271072	146.309341	25.669279	111.843605	7.063237
210.000000	2.500000	6.000000	255.653610	111.979149	195.581787	64.256683	131.569412	28.877884	93.402649	19.371353
210.000000	2.500000	6.000000	215.309570	132.812424	163.675964	91.040161	97.870369	13.410654	96.361526	10.838919
210.000000	2.500000	6.000000	288.014160	75.198540	225.973251	40.901901	165.312408	18.258808	130.367264	12.359600
210.000000	2.500000	6.000000	307.642120	55.840542	233.688110	19.003454	175.796143	15.442266	115.049194	0.000000
210.000000	2.500000	6.000000	269.144836	104.284981	205.411728	64.055573	145.466187	2.885341	109.997375	10.499360
210.000000	2.500000	6.000000	280.084412	39.597870	216.191406	5.708286	171.654495	4.189691	97.314987	0.000000
210.000000	2.500000	6.000000	318.315399	35.999420	259.794037	1.495188	186.229736	0.000000	152.436310	0.000000
210.000000	2.500000	6.000000	312.736450	48.782166	231.338181	15.288450	197.391815	9.184980	120.566292	0.000000
210.000000	2.500000	6.000000	298.296265	49.942032	232.720825	14.297504	171.575302	12.828147	105.653641	0.000000
150.000000	1.000000	7.000000	245.833755	102.592262	185.791077	62.439190	127.314316	40.448772	93.630112	21.385757
150.000000	1.000000	7.000000	223.090012	117.313728	168.302505	73.735229	108.172081	43.921684	84.442284	30.166527
150.000000	1.000000	7.000000	251.054230	119.087006	193.257980	79.594559	131.277145	37.376907	95.322563	28.190123
150.000000	1.000000	7.000000	248.853912	112.058006	189.779694	67.619072	129.531601	35.512451	99.243034	23.157764
150.000000	1.000000	7.000000	232.326019	118.551315	176.865784	75.926216	114.061501	40.285152	85.673843	27.585030
150.000000	1.000000	7.000000	240.146240	85.081070	179.945343	46.530025	135.895538	32.122574	82.654854	13.883738
150.000000	1.000000	7.000000	212.549911	140.854507	159.551514	101.230438	99.064613	41.922634	80.048080	38.581619
150.000000	1.000000	7.000000	273.018372	79.517288	206.574463	44.505093	153.101715	29.356546	94.173630	14.694219
150.000000	1.000000	7.000000	241.318069	94.740730	181.674515	50.408440	127.279633	32.960266	84.846100	17.040596
150.000000	1.000000	7.000000	233.550949	131.128174	177.880157	87.305687	109.641762	44.516186	89.213371	37.658638
150.000000	1.000000	7.000000	213.480423	136.005524	161.043518	96.096184	96.456543	41.857208	81.000076	40.283081
150.000000	1.000000	7.000000	243.856201	112.262001	185.388245	72.300430	123.246925	40.513092	84.584915	26.253439
150.000000	1.000000	7.000000	240.249664	109.251205	182.054398	68.153008	123.920609	38.576237	89.952080	27.502628
150.000000	1.000000	7.000000	265.385529	99.324135	203.468384	61.394711	136.157394	34.121258	105.451225	15.694207
150.000000	1.000000	7.000000	256.508148	103.807838	197.250900	59.787861	137.769440	32.189957	95.893700	18.484734
150.000000	1.000000	7.000000	245.560608	119.016090	186.830582	75.856575	122.868469	42.565281	86.227478	30.118532
150.000000	1.000000	7.000000	209.523483	133.695099	158.625793	95.882538	92.099907	39.829540	82.786644	40.955788
150.000000	1.000000	7.000000	205.980713	130.775040	154.672653	90.901329	87.252495	30.987843	78.744133	35.432011
150.000000	1.000000	7.000000	332.847778	33.877525	271.424164	5.942954	202.817383	0.000000	110.161461	0.000000
150.000000	1.000000	7.000000	214.562607	126.724243	162.053345	82.885979	105.392380	46.785213	83.221870	33.464367
150.000000	1.000000	7.000000	231.202896	129.187576	174.513245	84.202812	113.333458	41.044113	88.580193	34.244778
150.000000	1.000000	7.000000	290.622559	68.279160	227.042526	30.915838	148.097885	14.441474	130.479477	2.363439
150.000000	1.000000	7.000000	236.593460	133.061737	179.495499	87.730713	112.751724	39.748631	85.883194	35.474350
150.000000	1.000000	7.000000	263.321289	64.115036	197.401138	26.403116	152.788589	24.145552	101.905090	0.000000
150.000000	1.000000	7.000000	307.807922	41.663708	232.879837	9.260004	168.763290	8.131777	103.689346	0.000000
150.000000	1.000000	7.000000	263.694580	79.785812	202.868286	40.491764	136.866837	26.368160	98.892601	13.606685
150.000000	1.000000	7.000000	284.330353	56.991615	217.001663	17.350924	154.355209	16.127722	103.770729	0.000000
150.000000	1.000000	7.000000	290.593292	44.051620	225.665375	9.484291	135.816849	5.664522	104.292130	1.896232
150.000000	1.000000	7.000000	265.966431	92.789810	205.628860	47.163727	124.968246	31.671751	106.430489	8.384617
150.000000	1.000000	7.000000	293.991028	51.188763	220.613708	18.095760	177.081009	13.844825	122.404366	0.000000
150.000000	1.500000	7.000000	292.692230	64.494148	226.880646	27.198053	136.424759	17.367220	104.991852	9.172276
150.000000	1.500000	7.000000	315.203827	28.440514	242.979980	2.893533	200.927383	0.000000	129.186966	0.000000
150.000000	1.500000	7.000000	241.289307	73.406868	180.939880	29.265234	140.275070	26.553856	91.860611	1.471955
150.000000	1.500000	7.000000	265.481903	85.629646	204.959641	46.807907	126.145485	28.632162	105.249748	17.944056
150.000000	1.500000	7.000000	280.728668	45.608936	215.427795	9.829256	165.069229	8.479905	119.394554	0.000000
150.000000	1.500000	7.000000	261.544159	98.975319	202.907135	61.220222	139.532928	33.815571	108.859451	12.143996
150.000000	1.500000	7.000000	246.557724	82.290123	191.475800	44.132965	147.444565	32.832935	107.621849	3.958584
150.000000	1.500000	7.000000	278.000183	68.629066	214.042999	25.563238	141.349731	18.958790	112.957100	5.669245
150.000000	1.500000	7.000000	270.118256	67.882401	205.288925	23.233799	151.004395	19.477880	99.789368	2.557797
150.000000	1.500000	7.000000	335.866333	34.922031	289.402924	2.630176	208.195145	0.000000	117.137817	0.000000
150.000000	1.500000	7.000000	280.498596	88.996223	219.004684	53.632011	116.270790	27.441502	109.120132	10.531800
150.000000	1.500000	7.000000	288.943542	59.516750	223.134460	21.068130	152.111313	16.845730	112.091438	0.000000
150.000000	1.500000	7.000000	238.316971	74.686333	182.746994	34.895844	141.283600	29.362343	111.676659	3.152821
150.000000	1.500000	7.000000	342.669678	36.096634	266.282684	1.310353	164.905411	0.000000	137.254364	0.000000
150.000000	1.500000	7.000000	252.775543	106.645966	196.028091	64.399544	126.837944	26.632605	108.536690	12.541445
150.000000	1.500000	7.000000	247.370361	102.450890	190.201782	59.502605	124.839546	32.663090	93.449005	14.198858
150.000000	1.500000	7.000000	287.566284	48.609291	213.816162	16.413092	170.523163	15.146197	108.227425	0.000000
150.000000	1.500000	7.000000	266.028473	99.971497	205.079514	61.305500	135.841278	29.956327	110.242622	22.092091
150.000000	1.500000	7.000000	258.001526	82.786835	198.109543	38.893639	146.804459	26.486156	110.662971	0.000000
150.000000	1.500000	7.000000	265.373749	58.622665	204.698349	21.731287	136.772659	15.411169	103.589157	5.370039
150.000000	1.500000	7.000000	326.414795	30.006910	243.007812	0.973989	187.226364	0.000000	122.621010	0.000000
150.000000	1.500000	7.000000	322.396576	24.499905	238.912323	1.889294	205.301712	0.000000	128.764954	0.000000
150.000000	1.500000	7.000000	327.018463	37.620396	280.627777	2.243713	207.892578	0.000000	132.244080	0.000000
150.000000	1.500000	7.000000	249.211502	123.014809	190.898483	76.885681	115.030243	33.461670	96.861427	22.978706
150.000000	1.500000	7.000000	318.794159	31.562143	248.092331	4.827230	149.696167	0.000000	172.735046	0.000000
150.000000	1.500000	7.000000	243.036942	75.508049	185.793015	36.354870	137.426331	28.515518	106.740379	0.264128
150.000000	1.500000	7.000000	283.470276	70.334778	218.492416	30.714758	139.428970	11.110256	137.505219	14.397141
150.000000	1.500000	7.000000	273.253265	83.971962	211.844986	46.320404	145.966537	12.966304	154.159363	5.433010
150.000000	1.500000	7.000000	271.377106	78.684631	204.712143	41.564240	155.938095	30.632954	107.981720	7.854981
150.000000	1.500000	7.000000	285.504547	87.712563	222.387192	41.853729	146.873611	28.146221	111.495247	13.213296
150.000000	2.000000	7.000000	311.717896	71.320702	245.118912	28.448511	143.815613	11.710103	129.042236	3.301542
150.000000	2.000000	7.000000	271.593964	67.711441	211.229019	28.855152	143.633438	17.439167	106.533615	10.636983
150.000000	2.000000	7.000000	308.659882	26.826273	242.026184	0.875371	187.410049	0.000000	132.902191	0.000000
150.000000	2.000000	7.000000	333.378754	46.572643	254.797501	14.541598	187.410370	7.369077	111.283913	0.000000
150.000000	2.000000	7.000000	289.832153	62.537846	230.847015	27.349977	153.105148	21.640003	129.908508	2.944612
150.000000	2.000000	7.000000	318.401459	48.828835	251.840363	22.119118	149.946869	11.207234	136.911362	8.320626
150.000000	2.000000	7.000000	310.038788	31.384777	229.542084	2.801619	201.203583	0.000000	134.034866	0.000000
150.000000	2.000000	7.000000	332.381836	30.845608	259.676910	3.729382	191.526169	2.570778	161.737045	0.000000
150.000000	2.000000	7.000000	265.925995	108.591484	204.535095	66.330688	123.193733	28.607822	110.717522	11.883676
150.000000	2.000000	7.000000	237.466919	110.189285	182.468323	68.597122	115.192139	31.503904	99.007744	11.196321
150.000000	2.000000	7.000000	352.267822	29.769676	276.324677	2.083429	154.051819	0.000000	192.332916	0.000000
150.000000	2.000000	7.000000	340.878052	32.545918	268.643188	4.114048	194.617783	0.000000	131.390244	0.000000
150.000000	2.000000	7.000000	310.182739	30.549173	236.949158	1.971377	199.978973	0.000000	135.526794	0.000000
150.000000	2.000000	7.000000	298.915405	42.210804	215.261353	9.800182	181.029099	6.644258	147.988373	0.000000
150.000000	2.000000	7.000000	259.599335	84.346474	196.559296	45.165630	142.074783	29.967190	113.443550	14.709569
150.000000	2.000000	7.000000	294.639496	38.438782	233.017441	9.374075	179.373352	7.386631	159.470963	0.000000
150.000000	2.000000	7.000000	273.966675	53.800087	237.443558	14.813066	174.879333	13.506283	120.684555	0.000000
150.000000	2.000000	7.000000	377.201813	31.705042	331.937256	0.000000	237.027817	0.000000	187.152115	0.000000
150.000000	2.000000	7.000000	280.372009	86.992455	218.133392	43.648621	142.724442	24.108932	108.082657	4.054549
150.000000	2.000000	7.000000	337.237122	15.906291	269.492371	0.095296	218.935791	0.000000	136.605743	0.000000
150.000000	2.000000	7.000000	360.508179	48.162437	306.193329	16.864914	197.322998	0.000000	151.713531	0.000000
150.000000	2.000000	7.000000	404.969421	11.251560	373.202240	2.127335	245.031845	0.000000	189.343277	0.000000
150.000000	2.000000	7.000000	394.585785	0.000000	351.240051	0.000000	285.656586	0.000000	148.688034	0.000000
150.000000	2.000000	7.000000	350.408112	2.407583	330.898315	0.000000	231.643463	0.000000	178.881714	0.000000
150.000000	2.000000	7.000000	293.523010	75.506912	229.837326	38.342117	130.300247	18.326235	130.821167	19.702431
150.000000	2.000000	7.000000	286.931641	78.464630	222.030594	39.801781	143.288971	21.676720	110.569138	10.919868
150.000000	2.000000	7.000000	231.946503	119.775810	176.246872	76.775887	114.761322	26.331501	94.196526	22.737930
150.000000	2.000000	7.000000	359.586182	26.658041	310.880920	1.964900	237.110870	0.000000	139.303513	0.000000
150.000000	2.000000	7.000000	311.690460	38.269291	248.354599	5.998712	191.607269	0.000000	128.879852	0.000000
150.000000	2.000000	7.000000	390.439301	27.250217	296.743774	1.330272	217.048447	0.000000	150.601959	0.000000
150.000000	2.500000	7.000000	447.386200	16.530790	358.861786	0.607797	203.726532	0.000000	191.233673	0.000000
150.000000	2.500000	7.000000	458.605499	0.000000	341.232727	0.000000	268.291412	0.000000	242.055939	0.000000
150.000000	2.500000	7.000000	310.787140	49.753613	251.104935	19.048498	186.147476	3.207098	105.345840	0.000000
150.000000	2.500000	7.000000	300.730499	40.692932	241.204178	6.344228	190.688934	4.419720	127.054169	0.000000
150.000000	2.500000	7.000000	371.194641	0.000000	328.040222	0.000000	282.592438	0.000000	161.416733	0.000000
150.000000	2.500000	7.000000	368.031647	29.123184	292.106659	4.571659	210.986969	0.000000	138.814301	0.000000
150.000000	2.500000	7.000000	443.098969	6.114912	332.282715	0.113130	283.740601	0.000000	275.007202	0.000000
150.000000	2.500000	7.000000	332.962860	15.554407	282.070129	1.463372	205.652725	0.000000	128.287216	0.000000
150.000000	2.500000	7.000000	320.728607	32.176697	240.284012	3.761406	191.284637	0.000000	159.621506	0.000000
150.000000	2.500000	7.000000	407.589203	6.301723	339.244965	1.642975	279.674835	0.000000	182.327286	0.000000
150.000000	2.500000	7.000000	323.332214	0.000000	264.356750	0.138568	258.992828	0.000000	133.759369	0.000000
150.000000	2.500000	7.000000	289.177643	78.820839	227.064896	41.393944	141.621292	11.895545	143.873596	8.088899
150.000000	2.500000	7.000000	350.651886	43.920559	271.348206	9.800633	178.968689	6.981697	118.345367	0.000000
150.000000	2.500000	7.000000	252.771057	111.354568	193.116928	74.187065	131.484299	18.882078	106.892197	21.853178
150.000000	2.500000	7.000000	307.406281	40.037861	239.299744	10.281107	148.939438	7.964553	115.234207	0.000000
150.000000	2.500000	7.000000	274.029907	100.061653	219.927643	58.809837	135.320374	32.008587	137.663498	10.783098
150.000000	2.500000	7.000000	304.452209	55.518578	237.719940	20.606073	161.695450	12.701924	153.905212	0.000000
150.000000	2.500000	7.000000	342.076233	31.222118	267.457764	1.148502	184.570862	0.000000	121.214760	0.000000
150.000000	2.500000	7.000000	371.188324	18.731699	307.980255	0.878311	185.826111	0.000000	181.985458	0.000000
150.000000	2.500000	7.000000	396.615662	0.000000	312.783875	0.234378	251.027222	0.000000	191.899338	0.000000
150.000000	2.500000	7.000000	394.780914	19.223400	293.351074	0.835744	233.314682	0.000000	137.595261	0.000000
150.000000	2.500000	7.000000	379.207001	0.000000	307.867401	0.167597	285.977539	0.000000	224.168808	0.000000
150.000000	2.500000	7.000000	414.909760	9.542565	362.068970	9.203866	304.115631	0.000000	185.013840	0.000000
150.000000	2.500000	7.000000	293.511963	54.442486	221.488464	15.600246	160.466629	14.403152	109.270645	0.000000
150.000000	2.500000	7.000000	276.190857	75.951874	209.014191	30.551243	157.755203	23.227634	117.674446	0.000000
150.000000	2.500000	7.000000	313.867157	9.322297	263.031403	0.050780	212.436905	0.000000	124.824860	0.000000
150.000000	2.500000	7.000000	303.819366	39.948662	254.461426	11.057318	184.592331	0.000000	104.895996	0.000000
150.000000	2.500000	7.000000	354.418457	0.000000	299.880493	1.372215	253.950439	0.000000	160.629288	0.000000
150.000000	2.500000	7.000000	345.332214	27.649494	265.190582	1.894643	204.407745	0.000000	190.162964	0.000000
150.000000	2.500000	7.000000	306.832397	49.111275	243.072800	8.646443	168.267899	7.429975	135.526474	0.000000
180.000000	1.000000	7.000000	199.380325	143.069550	149.285202	102.588974	77.092606	46.603905	78.643097	45.692451
180.000000	1.000000	7.000000	196.193970	126.387985	146.544510	92.300148	77.508759	44.611107	77.292068	45.401058
180.000000	1.000000	7.000000	195.860367	136.967987	146.277054	96.450722	76.580940	46.525528	75.834534	46.394016
180.000000	1.000000	7.000000	196.355835	128.708923	146.752335	90.847931	75.309616	40.788521	77.199471	36.440388
180.000000	1.000000	7.000000	195.999649	130.904709	146.381393	95.985062	76.349655	42.378628	76.042686	41.754005
180.000000	1.000000	7.000000	195.706314	140.260361	146.136719	104.165215	77.232094	46.653656	77.619957	44.638069
180.000000	1.000000	7.000000	197.860611	129.754074	148.011703	95.046387	79.363487	47.013222	79.677063	46.941750
