WaveDirection	WaveHs	WaveTp	Crane Wire_Max_Tension	Crane Wire_Min_Tension	Pennant_Max_Tension	Pennant_Min_Tension	Sling1_Max_Tension	Sling1_Min_Tension	Sling2_Max_Tension	Sling2_Min_Tension
180.000000	1.000000	5.000000	197.282242	136.929688	147.787888	96.793091	80.458893	36.423599	80.789703	35.227879
180.000000	1.000000	5.000000	198.833282	134.307297	148.990128	87.512856	82.562378	36.479019	78.659416	39.615143
180.000000	1.000000	5.000000	197.118820	139.027008	147.715668	101.221664	81.709007	40.054195	82.035728	35.326401
180.000000	1.000000	5.000000	197.036102	128.319122	147.709625	84.662010	89.408333	30.769258	89.687920	31.251041
180.000000	1.000000	5.000000	227.092789	118.666321	175.740921	73.607826	92.493607	34.596027	89.548904	36.017467
180.000000	1.000000	5.000000	195.422058	134.056778	146.065216	91.597816	80.613609	35.180813	82.320198	33.613934
180.000000	1.000000	5.000000	197.222977	139.487518	147.651764	99.619698	90.438911	26.693628	85.032417	33.473392
180.000000	1.000000	5.000000	196.280258	140.469849	146.980728	93.829941	77.980125	40.029839	77.976265	35.478127
180.000000	1.000000	5.000000	197.969742	134.204361	148.539032	90.227249	77.858948	37.047531	82.440826	29.714825
180.000000	1.000000	5.000000	198.138321	138.592529	148.339584	97.722122	77.974655	43.197826	77.680992	44.843422
180.000000	1.000000	5.000000	198.889420	135.579773	149.457245	94.590096	81.114586	44.798237	81.061424	45.262001
180.000000	1.000000	5.000000	210.634995	122.185982	159.767426	76.722061	84.270012	36.718819	81.450935	38.146351
180.000000	1.000000	5.000000	195.860291	143.560364	146.348114	104.400101	77.488731	34.647175	77.562592	34.850628
180.000000	1.000000	5.000000	195.002655	130.765244	145.709839	95.969345	76.252518	45.458717	76.841515	45.949280
180.000000	1.000000	5.000000	200.792313	142.989349	150.623016	97.032585	82.166954	37.971790	82.030281	37.504776
180.000000	1.000000	5.000000	201.291199	131.933014	150.927628	86.580849	86.618362	32.986137	80.642647	33.648209
180.000000	1.000000	5.000000	196.647461	131.024719	147.252518	89.747322	80.297356	34.447445	81.213020	31.387289
180.000000	1.500000	5.000000	206.584885	123.226448	156.729156	77.249817	100.728302	19.661013	100.229584	23.658955
180.000000	1.500000	5.000000	208.330505	128.789734	158.275726	82.615959	88.098640	25.212297	100.456856	21.199364
180.000000	1.500000	5.000000	197.012909	140.835632	147.568314	103.054977	92.391129	31.573681	84.789383	28.735273
180.000000	1.500000	5.000000	221.383774	128.578445	170.059036	84.163147	114.094559	25.222254	104.906815	27.106865
180.000000	1.500000	5.000000	210.629791	129.280685	160.623856	89.965958	94.831909	31.303976	88.148537	27.190714
180.000000	1.500000	5.000000	205.658844	130.816071	155.238998	91.554611	89.073036	20.018660	91.984161	23.143793
180.000000	1.500000	5.000000	210.069977	128.307907	159.798401	82.443222	97.870399	27.054047	93.683083	29.959229
180.000000	1.500000	5.000000	224.444489	117.658165	173.338303	72.185860	91.379227	34.606583	88.364899	36.667114
180.000000	1.500000	5.000000	203.218796	143.432404	152.779099	104.100380	84.817604	29.845261	83.541000	30.382439
180.000000	1.500000	5.000000	231.854279	125.554245	180.649155	79.706970	93.127724	40.447956	93.640343	39.790379
180.000000	1.500000	5.000000	223.887436	114.787346	172.029099	70.047340	87.712021	35.432442	87.591774	35.162144
180.000000	1.500000	5.000000	235.236923	118.862305	183.176849	74.168030	95.320145	33.942585	97.411438	34.706638
180.000000	1.500000	5.000000	199.606979	134.741348	149.996109	91.908981	77.887726	35.092243	80.747650	33.799210
180.000000	1.500000	5.000000	205.178299	135.016190	154.569489	88.154068	86.127808	38.165318	84.878777	35.890907
180.000000	1.500000	5.000000	208.647308	138.540512	158.754837	95.746086	86.485291	38.727016	86.308434	36.652233
180.000000	1.500000	5.000000	207.476410	129.983002	156.410141	83.978249	98.827087	26.285933	88.330315	27.103647
180.000000	1.500000	5.000000	254.945160	107.517227	202.807861	62.254238	114.803207	15.007021	114.280769	17.182642
180.000000	1.500000	5.000000	206.699982	126.493141	155.657822	90.220268	89.412659	30.456953	83.871315	34.609001
180.000000	1.500000	5.000000	238.672440	121.637955	187.366028	76.789703	97.627808	34.811520	99.855621	36.337543
180.000000	1.500000	5.000000	254.365128	107.587662	201.652954	62.914318	101.301308	28.533464	132.927994	29.872293
180.000000	1.500000	5.000000	199.303986	129.544159	149.351501	91.590950	90.754013	17.630198	91.630455	19.059481
180.000000	1.500000	5.000000	200.596481	142.442841	150.525848	98.793480	87.568062	26.267372	86.926079	22.616722
180.000000	1.500000	5.000000	197.859650	141.765930	148.356812	96.034470	83.617195	24.695765	85.020943	18.250097
180.000000	1.500000	5.000000	202.882751	139.403305	153.327652	99.379921	86.086113	26.246323	84.594673	29.246964
180.000000	1.500000	5.000000	204.116730	124.415794	154.544083	86.465752	89.724380	32.922558	88.417030	35.457115
180.000000	1.500000	5.000000	281.693451	99.352783	228.056824	55.641933	118.198784	27.984804	114.243202	27.903280
180.000000	1.500000	5.000000	204.485886	127.373917	154.349899	80.997437	100.851601	27.464983	90.278374	34.493645
180.000000	1.500000	5.000000	212.786850	129.067566	162.216339	82.884506	89.383507	35.580208	86.265160	32.163925
180.000000	1.500000	5.000000	208.366974	124.691856	157.820862	85.813446	81.823944	42.777435	84.936066	39.531406
180.000000	1.500000	5.000000	202.003510	142.253815	152.623489	101.503555	84.452316	32.979057	84.212997	32.476162
180.000000	2.000000	5.000000	228.105682	119.508934	176.757614	74.507347	92.469040	33.405121	92.449745	36.382553
180.000000	2.000000	5.000000	215.997055	137.739288	164.992050	93.552040	98.412987	8.341346	100.675659	16.456059
180.000000	2.000000	5.000000	206.824234	137.236404	156.769211	96.022255	96.338875	9.154765	94.224762	14.076653
180.000000	2.000000	5.000000	211.903336	126.337173	162.606918	80.517578	93.028229	34.984283	92.123222	34.485470
180.000000	2.000000	5.000000	253.908401	120.222748	201.412659	75.275955	140.070770	17.414970	105.702652	21.911270
180.000000	2.000000	5.000000	206.897202	136.821533	156.112122	89.807129	99.507057	13.405177	91.164825	11.695089
180.000000	2.000000	5.000000	201.661163	124.401436	151.371506	83.612297	91.134926	19.025608	94.094170	18.950022
180.000000	2.000000	5.000000	233.534637	122.916855	181.978287	77.747398	96.623466	40.503452	96.823456	37.424404
180.000000	2.000000	5.000000	218.399323	128.752762	167.677246	82.130363	99.250809	17.888248	106.029739	12.168673
180.000000	2.000000	5.000000	213.830048	127.994255	163.363983	81.629601	83.946220	31.247063	94.034698	30.377563
180.000000	2.000000	5.000000	229.376358	111.943169	178.122833	66.962654	100.338997	29.175900	88.821915	35.833797
180.000000	2.000000	5.000000	229.622803	112.105499	178.033691	67.450699	114.587372	24.289072	109.474159	24.480440
180.000000	2.000000	5.000000	213.696472	118.787529	162.612091	83.046036	98.149605	7.263497	99.852371	8.889808
180.000000	2.000000	5.000000	217.430084	135.193253	165.272263	88.092628	93.855843	28.817665	89.179985	25.909019
180.000000	2.000000	5.000000	205.951721	138.135910	155.050003	93.008766	82.297607	33.213409	78.437988	36.822525
180.000000	2.000000	5.000000	236.303482	116.304863	184.589813	72.221359	101.103012	32.331432	106.095383	36.710003
180.000000	2.000000	5.000000	267.849701	103.628143	215.230042	58.939556	139.366486	11.156116	129.625092	11.920835
180.000000	2.000000	5.000000	214.790695	136.216782	162.587280	89.376694	98.420715	13.142818	93.708160	15.189389
180.000000	2.000000	5.000000	209.961792	133.824646	159.944748	87.874184	100.173286	14.937426	94.029999	12.132513
180.000000	2.000000	5.000000	204.845947	119.794708	153.913025	73.154503	81.101006	39.424503	81.192291	34.088943
180.000000	2.000000	5.000000	203.316147	131.404114	152.824966	92.078262	87.492081	24.283434	83.259392	25.989994
180.000000	2.000000	5.000000	208.963333	141.490891	158.427917	96.557304	93.680893	26.145361	87.693848	29.439917
180.000000	2.000000	5.000000	275.125671	102.703423	221.379349	59.070419	168.012497	0.573432	125.912231	5.973098
180.000000	2.000000	5.000000	215.300461	124.212875	163.140732	75.674995	95.510498	14.954765	91.066933	21.952517
180.000000	2.000000	5.000000	268.224426	110.337746	216.077011	65.437500	118.827003	31.389215	120.679092	22.047821
180.000000	2.000000	5.000000	230.791138	121.349342	179.901886	76.731247	97.224388	25.504629	91.929749	23.394821
180.000000	2.000000	5.000000	213.074478	137.083221	162.405655	93.020187	93.624664	21.781778	103.007431	21.005871
180.000000	2.000000	5.000000	228.364990	129.003342	177.309616	81.912270	91.709663	32.293312	96.535385	28.869160
180.000000	2.000000	5.000000	211.110474	136.588943	160.559555	88.672668	127.457001	20.544556	91.318604	4.942172
180.000000	2.000000	5.000000	296.521851	90.784637	243.930801	46.934414	119.911446	25.867069	137.116592	20.944510
180.000000	2.500000	5.000000	209.461639	124.533943	158.416733	78.680038	96.376419	16.379997	99.884026	10.153133
180.000000	2.500000	5.000000	246.328201	119.696533	195.316132	73.107697	120.398323	1.664908	118.014038	13.008853
180.000000	2.500000	5.000000	225.096924	123.892059	173.227417	78.767448	98.407707	8.814886	116.921318	11.975306
180.000000	2.500000	5.000000	211.489441	117.690239	160.100723	71.559067	140.385757	0.000000	96.148254	0.000000
180.000000	2.500000	5.000000	298.871704	100.281357	249.985901	54.693111	141.212479	0.000000	162.126007	9.494229
180.000000	2.500000	5.000000	224.180405	126.419907	174.130051	80.529839	100.074059	28.343126	105.779121	31.988543
180.000000	2.500000	5.000000	213.309525	141.588562	163.967285	94.435486	94.151642	20.486670	97.476181	23.447649
180.000000	2.500000	5.000000	215.394806	131.446030	163.192703	85.501480	115.857147	8.682920	117.709755	0.000000
180.000000	2.500000	5.000000	258.066772	112.319458	205.974701	67.992233	143.708038	1.677044	135.971817	19.172146
180.000000	2.500000	5.000000	222.106842	118.497131	172.829712	71.982086	124.059471	0.000000	115.862289	1.975372
180.000000	2.500000	5.000000	276.413025	115.359390	221.887894	69.718964	142.324783	0.728253	118.759254	0.000000
180.000000	2.500000	5.000000	249.211441	131.813156	196.848938	83.716232	159.358841	6.254778	111.540230	0.000000
180.000000	2.500000	5.000000	224.190384	114.054115	172.370361	68.519791	103.301460	23.346153	114.477486	11.937634
180.000000	2.500000	5.000000	220.523376	136.879532	167.219589	88.273689	98.946442	11.918868	93.833664	12.000393
180.000000	2.500000	5.000000	212.531281	133.608429	161.719391	95.112701	102.905098	15.742445	98.428024	13.921640
180.000000	2.500000	5.000000	214.687531	127.522552	164.571808	81.392235	101.999840	4.316847	104.332504	12.461748
180.000000	2.500000	5.000000	208.629807	127.976990	158.648300	81.791924	107.276093	7.896362	101.018730	0.000000
180.000000	2.500000	5.000000	240.693817	123.765831	188.342834	78.170273	139.378540	0.000000	126.685623	0.195836
180.000000	2.500000	5.000000	236.305023	114.902298	185.553329	69.919022	115.727272	20.814724	94.409378	25.035774
180.000000	2.500000	5.000000	251.390411	135.885757	201.154755	90.442917	113.736115	9.544254	115.170746	11.981171
180.000000	2.500000	5.000000	247.706955	124.188034	196.405350	79.534431	107.289551	0.000000	116.606491	3.681031
180.000000	2.500000	5.000000	209.895950	134.145218	160.144287	89.915787	110.508942	9.360015	114.059174	4.211979
180.000000	2.500000	5.000000	217.433441	138.749130	167.073975	92.033211	91.738327	8.615431	97.974442	13.434632
180.000000	2.500000	5.000000	256.803192	115.420082	204.491989	70.920647	135.168808	1.830739	118.051323	0.699675
180.000000	2.500000	5.000000	214.556671	130.645248	163.602875	84.880669	120.474785	1.456142	106.457748	4.454536
180.000000	2.500000	5.000000	223.977249	123.706589	171.694519	78.462593	119.480911	1.877635	106.610023	4.143445
180.000000	2.500000	5.000000	216.787247	127.036530	167.929047	80.669113	100.223801	2.627389	104.403503	3.781962
180.000000	2.500000	5.000000	212.302322	132.361496	162.021469	91.333748	91.735512	20.398371	100.658478	20.890558
180.000000	2.500000	5.000000	227.078644	128.327988	175.884064	82.557739	105.894775	8.572913	95.619514	5.681881
180.000000	2.500000	5.000000	395.328644	47.522583	346.675262	1.811050	179.908691	0.000000	202.094070	0.000000
210.000000	1.000000	5.000000	196.006226	137.656891	146.668961	98.790817	81.192856	30.608107	83.545097	36.138939
210.000000	1.000000	5.000000	197.423950	140.238312	147.866318	95.396034	80.552361	33.786556	80.474640	37.020416
210.000000	1.000000	5.000000	198.273697	142.456146	148.617996	104.502632	83.753540	32.891563	83.637695	31.019777
210.000000	1.000000	5.000000	196.711411	143.254425	146.920349	102.951050	83.083908	24.929422	84.321655	24.215086
210.000000	1.000000	5.000000	197.269714	140.493927	147.808914	102.710213	83.804802	22.621748	83.435478	25.337967
210.000000	1.000000	5.000000	197.001358	130.937012	147.283920	92.779854	83.886116	35.142727	81.914993	34.033497
210.000000	1.000000	5.000000	197.407623	137.251648	147.857819	92.687325	82.707855	40.055130	80.046448	41.757801
210.000000	1.000000	5.000000	201.414917	142.677689	151.219757	105.341270	80.838020	33.256184	80.428337	32.472866
